Sale_Order_No,Order_Date,Plant,Product_Group,Product,Unit_Price,System_Price,Price_Variance_Pct
SO8088098,2025-04-06,P106,DW,DW,1060.72,1329.08,25.29979636473338
SO8002574,2025-04-06,P108,COOKING,RANGE/COOKER,1296.21,1679.24,29.54999575686038
SO8045120,2025-04-07,P103,REF,1DOOR,1708.18,2031.24,18.912526782891728
SO8003905,2025-04-07,P107,LAUNDRY,WASHER,726.82,973.68,33.96439283453949
SO8075219,2025-04-07,P103,REF,FDR,2775.21,3740.01,34.76493670749241
SO8032400,2025-04-07,P108,DW,DW,764.93,940.92,23.00733400441871
SO8036242,2025-04-07,P101,REF,TMF,1457.76,1885.02,29.309351333552847
SO8041041,2025-04-07,P107,DW,DW,963.3,1268.06,31.6370808678501
SO8029192,2025-04-07,P106,DW,DW,688.49,803.2,16.66109892663656
SO8045284,2025-04-07,P105,COOKING,MWO,1641.15,2005.84,22.22161289339791
SO8085371,2025-04-07,P106,DW,DW,1137.58,1474.78,29.641871340916687
SO8009433,2025-04-08,P103,LAUNDRY,WASHER,1539.73,1858.13,20.678950205555523
SO8055971,2025-04-08,P102,REF,WINE CELLAR,1341.1,1640.79,22.346581164715538
SO8067024,2025-04-08,P106,REF,TMF,2231.45,2829.12,26.783929731788753
SO8041263,2025-04-08,P102,REF,TMF,1249.06,1428.73,14.384417081645404
SO8007751,2025-04-08,P103,REF,1DOOR,2361.21,3136.6,32.83867169798535
SO8065275,2025-04-08,P103,REF,WINE CELLAR,958.76,1286.72,34.206683633025996
SO8051251,2025-04-08,P104,COOKING,OTHERS,388.99,500.66,28.707678860639096
SO8044440,2025-04-09,P108,DW,DW,1170.71,1475.69,26.05085802632591
SO8053313,2025-04-09,P103,DW,DW,740.45,902.67,21.908299007360377
SO8079168,2025-04-09,P103,COOKING,RANGE/COOKER,1620.44,2184.3,34.79672187800845
SO8078307,2025-04-09,P101,REF,FDR,1936.88,2325.14,20.045640411383243
SO8033849,2025-04-09,P103,REF,FDR,2456.48,3068.99,24.934459063375225
SO8039636,2025-04-09,P107,LAUNDRY,DRYER,1434.67,1765.65,23.070113684680102
SO8005145,2025-04-09,P103,DW,DW,820.14,1055.53,28.70119735654888
SO8015301,2025-04-09,P102,LAUNDRY,DRYER,700.59,840.43,19.960319159565497
SO8020264,2025-04-09,P104,DW,DW,1079.77,1421.01,31.603026570473343
SO8042558,2025-04-10,P104,COOKING,COOKTOP,1818.6,2165.51,19.07566259760257
SO8047580,2025-04-10,P108,REF,1DOOR,2376.12,3182.03,33.9170580610407
SO8083503,2025-04-10,P103,REF,TMF,1254.09,1408.02,12.274238691003044
SO8072746,2025-04-10,P103,REF,FDR,2619.73,3221.6,22.974505006241095
SO8013493,2025-04-10,P102,COOKING,MWO,1345.21,1523.97,13.288631514782079
SO8045588,2025-04-10,P104,REF,FDR,2927.38,3369.57,15.105316016369589
SO8022501,2025-04-10,P102,DW,DW,999.48,1213.42,21.405130667947336
SO8044084,2025-04-11,P104,REF,TMF,3051.54,3954.27,29.582768044987123
SO8077651,2025-04-11,P104,REF,BMF,1177.98,1512.84,28.426628635460695
SO8074958,2025-04-11,P102,DW,DW,809.58,994.45,22.835297314656984
SO8065933,2025-04-11,P108,REF,TMF,2041.98,2469.93,20.957599976493395
SO8077788,2025-04-11,P105,COOKING,OTHERS,355.37,453.23,27.537496130793258
SO8028885,2025-04-12,P108,COOKING,OVEN,1935.67,2301.2,18.883900664886045
SO8056865,2025-04-12,P103,COOKING,RANGE/COOKER,863.45,1134.92,31.440152875094103
SO8089428,2025-04-12,P107,COOKING,COOKTOP,1788.51,2177.87,21.770076767812306
SO8004335,2025-04-12,P101,COOKING,OTHERS,1715.45,2148.24,25.22894867236001
SO8026832,2025-04-12,P106,REF,SBS,1260.64,1421.07,12.72607564411726
SO8002558,2025-04-12,P105,REF,FDR,1963.78,2339.32,19.12332338653007
SO8059965,2025-04-12,P103,REF,WINE CELLAR,2470.48,2891.73,17.051342249279493
SO8062507,2025-04-12,P101,LAUNDRY,DRYER,1140.22,1281.43,12.384452123274459
SO8042540,2025-04-12,P101,REF,TMF,2468.51,2901.52,17.541350855374283
SO8022991,2025-04-13,P102,REF,WINE CELLAR,1246.48,1674.94,34.37359604646685
SO8002696,2025-04-13,P101,LAUNDRY,WASHER,742.91,847.63,14.09592009799303
SO8069304,2025-04-13,P106,LAUNDRY,WASHER,765.08,1000.13,30.722277408898407
SO8013280,2025-04-13,P104,REF,WINE CELLAR,3145.79,3715.73,18.11754757946335
SO8029794,2025-04-13,P101,REF,FDR,1767.8,2260.7,27.882113361239952
SO8003330,2025-04-13,P101,REF,FDR,1228.1,1491.99,21.487663871020285
SO8046943,2025-04-13,P103,LAUNDRY,WASHER,506.59,642.74,26.875777255768973
SO8073987,2025-04-13,P103,REF,FDR,2265.55,2924.07,29.06667255191896
SO8025394,2025-04-13,P102,LAUNDRY,DRYER,689.43,836.45,21.324862567628347
SO8057618,2025-04-13,P106,COOKING,RANGE/COOKER,932.21,1069.76,14.75525900816339
SO8058511,2025-04-13,P107,DW,DW,1194.32,1483.27,24.19368343492532
SO8034885,2025-04-13,P102,REF,SBS,1048.72,1229.51,17.239110534747116
SO8080683,2025-04-13,P102,COOKING,OTHERS,1925.58,2355.97,22.35118769409736
SO8007749,2025-04-14,P106,COOKING,OVEN,1849.7,2146.71,16.057198464615883
SO8045846,2025-04-14,P101,REF,TMF,2917.82,3522.18,20.712723882898864
SO8027368,2025-04-14,P102,DW,DW,940.23,1056.26,12.340597513374384
SO8027077,2025-04-14,P107,REF,FDR,1531.95,1823.41,19.025425111785633
SO8039158,2025-04-14,P101,LAUNDRY,WASHER,1132.89,1489.85,31.508796087881418
SO8032450,2025-04-14,P103,REF,1DOOR,2099.64,2387.95,13.731401573603092
SO8039058,2025-04-15,P102,COOKING,OVEN,1037.14,1214.46,17.097016796189514
SO8000538,2025-04-15,P104,REF,WINE CELLAR,3001.98,3570.7,18.944829745701163
SO8024655,2025-04-15,P102,DW,DW,597.61,799.32,33.7527819146266
SO8078520,2025-04-15,P102,REF,BMF,2835.51,3255.94,14.827315015640918
SO8025051,2025-04-15,P102,REF,SBS,2121.96,2791.03,31.53075458538333
SO8021624,2025-04-15,P102,COOKING,OVEN,1276.68,1568.47,22.85537487859134
SO8008970,2025-04-15,P101,REF,BMF,1436.18,1611.85,12.231753679900837
SO8028716,2025-04-15,P102,LAUNDRY,DRYER,454.69,585.01,28.66128571114385
SO8023704,2025-04-15,P106,REF,BMF,2278.75,2909.52,27.68052660449808
SO8051025,2025-04-15,P104,DW,DW,582.17,652.32,12.049744919868784
SO8008428,2025-04-16,P104,REF,FDR,2310.24,2880.15,24.668865572408077
SO8020079,2025-04-16,P104,LAUNDRY,DRYER,681.48,914.11,34.13599812173504
SO8047581,2025-04-16,P105,REF,SBS,2273.95,3007.76,32.27027859011854
SO8005438,2025-04-16,P107,REF,BMF,2253.13,2643.2,17.312361026660675
SO8055893,2025-04-16,P104,LAUNDRY,WASHER,1041.61,1248.95,19.905722871324215
SO8003646,2025-04-17,P102,COOKING,OVEN,692.15,929.26,34.25702521129813
SO8077451,2025-04-17,P104,COOKING,OTHERS,910.66,1064.1,16.849318076999094
SO8040510,2025-04-17,P107,COOKING,OVEN,1503.28,2023.43,34.601005800649254
SO8052497,2025-04-17,P103,REF,WINE CELLAR,2309.46,3065.44,32.73405904410555
SO8026152,2025-04-18,P108,REF,WINE CELLAR,2537.75,3201.23,26.144419269037535
SO8043671,2025-04-18,P104,DW,DW,702.67,925.74,31.746054335605628
SO8065975,2025-04-18,P102,COOKING,COOKTOP,1665.57,2181.86,30.997796550129998
SO8040156,2025-04-18,P108,DW,DW,683.98,794.01,16.086727682095965
SO8017745,2025-04-18,P102,REF,BMF,2154.2,2656.71,23.326989137498853
SO8002960,2025-04-18,P102,COOKING,RANGE/COOKER,1941.92,2333.46,20.162519568262336
SO8045914,2025-04-18,P104,REF,TMF,2563.04,2983.2,16.393033272988323
SO8065790,2025-04-18,P102,REF,WINE CELLAR,2268.51,2659.97,17.256260717387164
SO8068662,2025-04-18,P102,LAUNDRY,WASHER,1046.0,1402.35,34.067877629063084
SO8073647,2025-04-18,P103,LAUNDRY,DRYER,1526.55,1955.66,28.10979004945794
SO8064765,2025-04-18,P101,COOKING,RANGE/COOKER,719.57,887.48,23.334769376155197
SO8052121,2025-04-18,P103,DW,DW,1024.19,1327.8,29.643913726945186
SO8008302,2025-04-18,P102,LAUNDRY,DRYER,1536.56,1812.52,17.959598063206126
SO8068023,2025-04-18,P101,REF,TMF,2700.78,3137.77,16.180140551988675
SO8057961,2025-04-18,P102,REF,TMF,2802.03,3548.12,26.62676702248012
SO8004917,2025-04-18,P102,COOKING,RANGE/COOKER,817.51,1078.42,31.9152059302027
SO8020567,2025-04-19,P103,LAUNDRY,DRYER,991.73,1221.05,23.123229104695827
SO8080437,2025-04-19,P106,REF,SBS,2202.12,2942.85,33.637131491471855
SO8019766,2025-04-19,P102,REF,SBS,2160.2,2813.6,30.247199333395063
SO8031050,2025-04-19,P107,REF,SBS,1807.15,2311.74,27.92186592147855
SO8040108,2025-04-19,P102,DW,DW,570.98,754.01,32.05541349959718
SO8053082,2025-04-19,P107,LAUNDRY,DRYER,956.54,1217.34,27.264934033077548
SO8081385,2025-04-19,P104,REF,FDR,1688.24,2022.41,19.79398663697105
SO8077411,2025-04-19,P103,REF,TMF,824.98,959.0,16.245242308904455
SO8026552,2025-04-19,P105,REF,1DOOR,2979.7,3454.61,15.93818169614392
SO8083936,2025-04-20,P107,REF,SBS,3031.38,4019.74,32.60429243446878
SO8054126,2025-04-20,P104,COOKING,MWO,1878.95,2133.87,13.567151866734072
SO8075492,2025-04-20,P104,REF,WINE CELLAR,1627.28,1912.18,17.507742982154276
SO8075734,2025-04-20,P101,COOKING,COOKTOP,1050.95,1282.3,22.01341643275131
SO8055994,2025-04-20,P103,REF,FDR,2136.67,2741.94,28.32772491774584
SO8028221,2025-04-20,P101,DW,DW,949.89,1156.29,21.728831759466882
SO8038870,2025-04-20,P107,LAUNDRY,DRYER,1188.45,1598.55,34.50713113719549
SO8065435,2025-04-20,P107,REF,1DOOR,1643.25,1880.27,14.423855165069222
SO8043882,2025-04-21,P103,REF,SBS,1298.9,1517.43,16.824235891908536
SO8042675,2025-04-21,P103,REF,1DOOR,1063.75,1368.68,28.665569917743838
SO8070607,2025-04-21,P101,COOKING,RANGE/COOKER,1453.54,1932.38,32.94302186386341
SO8019426,2025-04-21,P107,REF,BMF,862.04,999.69,15.967936522667173
SO8025874,2025-04-21,P104,DW,DW,815.96,975.41,19.541399088190587
SO8061175,2025-04-21,P101,LAUNDRY,WASHER,569.42,681.66,19.711285167363286
SO8060373,2025-04-21,P102,REF,BMF,1942.99,2479.89,27.632669236588963
SO8020492,2025-04-21,P106,COOKING,OVEN,1533.22,2059.95,34.354495767078426
SO8046320,2025-04-22,P102,COOKING,COOKTOP,816.59,956.42,17.12364834249745
SO8042748,2025-04-22,P102,REF,TMF,3199.36,3650.4,14.09781956391278
SO8080718,2025-04-22,P101,COOKING,OVEN,433.52,529.86,22.22273482192287
SO8001579,2025-04-22,P103,COOKING,MWO,672.19,841.2,25.143188681771523
SO8064432,2025-04-22,P105,COOKING,RANGE/COOKER,1866.95,2447.49,31.09563726934303
SO8037250,2025-04-22,P105,REF,TMF,2506.42,2913.42,16.238300045483196
SO8023128,2025-04-22,P106,REF,WINE CELLAR,1346.64,1511.43,12.237123507396182
SO8070506,2025-04-22,P103,COOKING,OTHERS,432.56,550.5,27.26558165341224
SO8066830,2025-04-22,P105,COOKING,OTHERS,1814.75,2346.78,29.31698581071774
SO8019462,2025-04-22,P105,REF,1DOOR,1629.18,1837.6,12.792938779017653
SO8008423,2025-04-22,P108,DW,DW,988.64,1107.49,12.021564978151806
SO8029304,2025-04-22,P105,REF,WINE CELLAR,2368.92,3131.77,32.20243824189926
SO8051611,2025-04-22,P103,REF,FDR,1611.35,2138.02,32.68501567009031
SO8000135,2025-04-22,P108,REF,WINE CELLAR,1920.96,2328.07,21.193049308678997
SO8067614,2025-04-22,P103,REF,FDR,1008.89,1173.3,16.296127427172436
SO8028552,2025-04-23,P104,REF,1DOOR,2156.28,2586.18,19.93711391841503
SO8002800,2025-04-23,P103,COOKING,OTHERS,1875.52,2185.0,16.501023716089406
SO8054621,2025-04-23,P106,REF,WINE CELLAR,826.81,1075.42,30.068576819341825
SO8001309,2025-04-23,P102,REF,FDR,1499.66,1931.62,28.803862208767306
SO8007873,2025-04-23,P107,REF,BMF,2879.62,3589.39,24.648043839117662
SO8085122,2025-04-23,P105,REF,BMF,1319.49,1665.63,26.232862696951102
SO8074199,2025-04-23,P104,COOKING,COOKTOP,1272.85,1703.95,33.86887692972464
SO8016214,2025-04-23,P102,REF,WINE CELLAR,875.95,1026.33,17.16764655516866
SO8058315,2025-04-24,P106,LAUNDRY,WASHER,581.21,755.28,29.949587928631633
SO8020209,2025-04-24,P101,COOKING,OTHERS,1689.66,2280.23,34.952002177952956
SO8029400,2025-04-24,P103,COOKING,MWO,330.4,383.15,15.965496368038743
SO8072857,2025-04-24,P104,LAUNDRY,WASHER,1250.36,1680.32,34.38689657378676
SO8055680,2025-04-24,P102,DW,DW,675.99,804.14,18.95738102634654
SO8032045,2025-04-24,P101,COOKING,OVEN,775.39,1036.41,33.6630598795445
SO8030287,2025-04-25,P107,LAUNDRY,WASHER,996.33,1335.61,34.0529744161071
SO8040717,2025-04-25,P108,DW,DW,768.33,912.62,18.779691018182284
SO8033344,2025-04-25,P107,REF,FDR,2021.3,2424.69,19.956958393113347
SO8012847,2025-04-25,P106,LAUNDRY,DRYER,1572.1,2044.96,30.078239297754607
SO8079205,2025-04-25,P102,REF,BMF,1768.83,2003.02,13.239825195185523
SO8052317,2025-04-25,P101,REF,BMF,2182.98,2791.62,27.881153285875264
SO8044936,2025-04-26,P104,REF,1DOOR,1954.25,2222.01,13.701419982090327
SO8068275,2025-04-26,P102,REF,FDR,1326.47,1777.95,34.03620134643076
SO8017133,2025-04-26,P104,DW,DW,416.26,493.66,18.594147888339027
SO8003079,2025-04-26,P106,REF,BMF,1685.76,2000.83,18.6900863705391
SO8024074,2025-04-26,P108,COOKING,OTHERS,1664.08,2234.36,34.26998701985483
SO8080619,2025-04-26,P102,DW,DW,606.77,774.31,27.611780411028885
SO8024497,2025-04-26,P104,REF,FDR,1584.47,1983.73,25.198331303211795
SO8020542,2025-04-26,P108,REF,BMF,2709.94,3114.35,14.923208631925425
SO8059377,2025-04-26,P104,REF,WINE CELLAR,1402.05,1875.85,33.79337398808887
SO8081460,2025-04-27,P101,COOKING,MWO,1993.77,2510.65,25.924755613736792
SO8055248,2025-04-27,P106,REF,1DOOR,1407.01,1670.19,18.70491325576933
SO8058142,2025-04-27,P107,LAUNDRY,WASHER,522.56,631.69,20.88372627066751
SO8067026,2025-04-27,P101,REF,TMF,827.78,1080.08,30.479112807750848
SO8049330,2025-04-27,P101,REF,1DOOR,2720.36,3450.18,26.828066873502028
SO8070643,2025-04-27,P102,COOKING,OTHERS,717.47,843.19,17.522683875283988
SO8041864,2025-04-27,P103,REF,1DOOR,1778.29,2362.86,32.87259108469373
SO8040126,2025-04-27,P103,DW,DW,658.03,887.7,34.90266401227909
SO8089580,2025-04-28,P103,REF,FDR,2577.54,3342.38,29.67325434328857
SO8085417,2025-04-28,P104,REF,1DOOR,2130.18,2796.08,31.26026908524163
SO8019492,2025-04-28,P106,REF,BMF,1643.1,1962.1,19.41452133162924
SO8048193,2025-04-28,P103,DW,DW,883.07,1188.09,34.54086312523354
SO8049250,2025-04-28,P107,COOKING,RANGE/COOKER,1416.33,1672.31,18.07347157795147
SO8039408,2025-04-28,P102,COOKING,RANGE/COOKER,341.24,385.64,13.011370296565461
SO8058112,2025-04-28,P108,DW,DW,810.1,1002.56,23.757560794963574
SO8034037,2025-04-28,P107,COOKING,OVEN,1917.49,2214.53,15.491084699268324
SO8069642,2025-04-28,P101,REF,WINE CELLAR,2338.15,3040.28,30.0292966661677
SO8074486,2025-04-29,P105,DW,DW,608.0,734.37,20.78453947368421
SO8059502,2025-04-29,P103,REF,WINE CELLAR,2393.39,3106.5,29.79497699915184
SO8022722,2025-04-29,P106,REF,WINE CELLAR,3034.4,4002.51,31.904495122594255
SO8072223,2025-04-29,P102,REF,BMF,1071.63,1320.36,23.210436437949646
SO8050488,2025-04-29,P107,REF,SBS,2563.21,3235.07,26.211664280335988
SO8040233,2025-04-29,P104,REF,1DOOR,1141.03,1419.42,24.398131512756027
SO8042468,2025-04-29,P105,LAUNDRY,DRYER,886.36,1002.81,13.13800261744663
SO8002494,2025-04-29,P104,COOKING,MWO,1485.03,1810.71,21.930870083432662
SO8007633,2025-04-29,P108,COOKING,MWO,1941.13,2394.55,23.358559189750302
SO8070396,2025-04-30,P103,REF,1DOOR,2849.43,3521.84,23.59805294392213
SO8051800,2025-04-30,P107,LAUNDRY,DRYER,1132.13,1362.52,20.350136468426758
SO8035876,2025-04-30,P107,REF,SBS,2874.89,3777.78,31.406071188810714
SO8037651,2025-04-30,P106,LAUNDRY,DRYER,779.1,973.58,24.962135797715316
SO8018899,2025-04-30,P107,COOKING,OTHERS,1548.81,1794.21,15.84442249210685
SO8016348,2025-04-30,P103,REF,SBS,1743.64,2119.09,21.532541120873578
SO8024104,2025-04-30,P101,REF,WINE CELLAR,1735.25,1948.58,12.29390577726552
SO8043120,2025-04-30,P102,DW,DW,997.45,1346.06,34.95012281317358
SO8009841,2025-04-30,P101,REF,1DOOR,2738.43,3424.35,25.047928922776926
SO8083342,2025-04-30,P107,DW,DW,621.93,797.84,28.28453362918658
SO8059618,2025-05-01,P108,LAUNDRY,DRYER,1297.88,1597.26,23.066847474342765
SO8087632,2025-05-01,P108,REF,TMF,2580.93,3104.13,20.27176250421361
SO8080186,2025-05-01,P102,REF,BMF,2522.77,2872.57,13.86571110327141
SO8072536,2025-05-01,P104,REF,1DOOR,1167.93,1480.66,26.77643351913214
SO8011675,2025-05-01,P102,COOKING,OVEN,1072.55,1292.32,20.49042002703837
SO8052433,2025-05-01,P102,COOKING,MWO,469.0,584.23,24.56929637526653
SO8006056,2025-05-01,P102,REF,BMF,1347.21,1723.78,27.95184121258007
SO8017907,2025-05-01,P102,COOKING,RANGE/COOKER,1340.55,1649.35,23.035321323337435
SO8082148,2025-05-01,P108,REF,WINE CELLAR,1838.21,2335.24,27.038804053943764
SO8076340,2025-05-01,P101,DW,DW,1190.91,1517.07,27.387460009572496
SO8061516,2025-05-01,P106,COOKING,OTHERS,512.82,576.58,12.43321243321243
SO8017625,2025-05-01,P108,DW,DW,756.48,867.97,14.737997038917092
SO8049894,2025-05-01,P102,REF,WINE CELLAR,2331.73,2825.98,21.196708023656257
SO8038856,2025-05-01,P102,REF,SBS,1272.9,1474.11,15.807211878387918
SO8068498,2025-05-02,P108,DW,DW,686.9,777.11,13.13291599941768
SO8083314,2025-05-02,P106,REF,1DOOR,966.02,1226.45,26.95906917041056
SO8006535,2025-05-02,P103,REF,FDR,1735.32,2234.19,28.748011894059893
SO8037374,2025-05-02,P106,LAUNDRY,WASHER,671.35,813.1,21.114172935130707
SO8003675,2025-05-02,P102,LAUNDRY,WASHER,909.92,1082.56,18.973096535959204
SO8078058,2025-05-02,P108,LAUNDRY,WASHER,985.92,1206.61,22.384169100941246
SO8031721,2025-05-02,P101,REF,BMF,996.9,1184.82,18.850436352693343
SO8077911,2025-05-02,P107,REF,FDR,2187.83,2687.17,22.823528336296704
SO8017042,2025-05-02,P107,DW,DW,1080.43,1386.57,28.335014762640785
SO8045859,2025-05-02,P108,LAUNDRY,DRYER,697.76,842.55,20.75068791561568
SO8083800,2025-05-02,P105,COOKING,MWO,1824.94,2378.46,30.330860192663867
SO8057792,2025-05-02,P101,REF,SBS,1438.81,1881.7,30.781687644650795
SO8043645,2025-05-03,P103,DW,DW,919.74,1152.69,25.327810033270275
SO8043040,2025-05-03,P108,COOKING,COOKTOP,948.62,1183.48,24.758069616917208
SO8060687,2025-05-03,P102,COOKING,COOKTOP,1669.75,1947.79,16.651594550082347
SO8070729,2025-05-03,P103,REF,TMF,1403.14,1891.34,34.79339196373846
SO8020813,2025-05-03,P104,DW,DW,792.68,1025.82,29.411616289044762
SO8046511,2025-05-03,P104,DW,DW,429.98,501.44,16.61937764547188
SO8056335,2025-05-03,P107,COOKING,OTHERS,1365.88,1635.31,19.72574457492604
SO8070050,2025-05-03,P101,REF,TMF,1317.23,1527.39,15.954692802320025
SO8069430,2025-05-03,P102,REF,1DOOR,1879.64,2222.88,18.260943584941796
SO8003874,2025-05-03,P104,COOKING,OVEN,1464.9,1703.02,16.25503447334288
SO8004647,2025-05-04,P103,LAUNDRY,WASHER,921.06,1134.92,23.218899963086027
SO8037876,2025-05-04,P106,REF,1DOOR,1851.57,2132.93,15.195752793575176
SO8025816,2025-05-04,P101,LAUNDRY,WASHER,789.19,1062.97,34.69126572815164
SO8035001,2025-05-04,P107,REF,SBS,2710.57,3427.53,26.45052516629344
SO8007000,2025-05-04,P102,COOKING,RANGE/COOKER,1154.31,1517.42,31.45688766449222
SO8048002,2025-05-04,P104,COOKING,OTHERS,762.74,963.67,26.34318378477593
SO8016472,2025-05-04,P105,REF,WINE CELLAR,879.85,1022.2,16.178894129681197
SO8013856,2025-05-05,P106,REF,BMF,1334.37,1743.31,30.646672212354904
SO8078049,2025-05-05,P108,DW,DW,922.67,1148.38,24.462700640532386
SO8081162,2025-05-05,P103,REF,BMF,1452.38,1873.92,29.024084605957114
SO8027535,2025-05-06,P102,DW,DW,729.25,844.17,15.758656153582443
SO8026907,2025-05-06,P104,LAUNDRY,DRYER,1126.17,1514.69,34.49923190992479
SO8030406,2025-05-07,P101,REF,SBS,2092.82,2355.19,12.53667300580078
SO8086322,2025-05-07,P103,COOKING,OVEN,364.82,427.41,17.156405898799417
SO8036594,2025-05-07,P103,COOKING,OTHERS,1313.38,1524.58,16.08064688056768
SO8036742,2025-05-07,P108,LAUNDRY,DRYER,568.83,756.36,32.96767048151468
SO8087654,2025-05-08,P103,COOKING,MWO,1697.94,2029.51,19.527780722522582
SO8056028,2025-05-08,P103,COOKING,COOKTOP,1254.67,1499.39,19.504730327496475
SO8058371,2025-05-08,P104,COOKING,RANGE/COOKER,1604.68,1879.01,17.095620310591514
SO8063062,2025-05-08,P107,COOKING,MWO,1580.35,2050.25,29.733919701331992
SO8039878,2025-05-09,P101,REF,1DOOR,1399.2,1739.56,24.325328759291015
SO8062921,2025-05-09,P101,REF,1DOOR,2221.95,2818.14,26.831836900020257
SO8074075,2025-05-09,P103,DW,DW,764.87,989.25,29.335704106580202
SO8024568,2025-05-09,P106,REF,WINE CELLAR,1258.98,1688.56,34.12127277637452
SO8017021,2025-05-09,P108,REF,TMF,1574.04,1931.56,22.71352697517217
SO8066667,2025-05-10,P103,COOKING,OTHERS,1885.55,2165.05,14.823261117445853
SO8071700,2025-05-11,P105,COOKING,MWO,1346.77,1637.78,21.60799542609354
SO8087082,2025-05-11,P106,REF,SBS,2278.9,2970.23,30.33612707885383
SO8087047,2025-05-11,P108,COOKING,MWO,1039.24,1346.58,29.573534505985133
SO8024598,2025-05-12,P102,DW,DW,1041.29,1379.01,32.43284771773474
SO8016076,2025-05-12,P101,REF,SBS,3036.36,3647.88,20.139904359166895
SO8028487,2025-05-12,P103,REF,FDR,1521.83,2052.63,34.87906007898387
SO8081715,2025-05-12,P104,DW,DW,821.02,1012.97,23.37945482448662
SO8046878,2025-05-12,P106,COOKING,OTHERS,1977.58,2402.39,21.481305433914176
SO8058223,2025-05-12,P105,DW,DW,355.9,418.1,17.476819331272843
SO8026537,2025-05-12,P101,REF,SBS,2041.22,2587.12,26.743810074367286
SO8076885,2025-05-14,P107,REF,TMF,889.17,1193.17,34.189187669399566
SO8075317,2025-05-14,P103,COOKING,RANGE/COOKER,1295.65,1744.3,34.62740709296491
SO8025421,2025-05-14,P104,REF,BMF,1134.82,1320.75,16.384096156218614
SO8063330,2025-05-14,P105,COOKING,OTHERS,1957.77,2202.98,12.524964628122815
SO8074747,2025-05-14,P108,REF,BMF,2030.58,2462.34,21.262890405696904
SO8049580,2025-05-15,P101,REF,TMF,1642.25,2069.11,25.992388491399005
SO8016732,2025-05-16,P103,DW,DW,368.0,493.69,34.15489130434782
SO8061690,2025-05-16,P103,DW,DW,959.6,1161.27,21.016048353480613
SO8058766,2025-05-16,P107,DW,DW,431.33,487.52,13.027148586928803
SO8076994,2025-05-16,P101,REF,1DOOR,2910.57,3363.48,15.560869520403214
SO8062907,2025-05-17,P104,REF,FDR,2490.7,2876.42,15.48640944312845
SO8050674,2025-05-18,P106,COOKING,COOKTOP,471.01,614.09,30.37727436784782
SO8042339,2025-05-18,P106,REF,BMF,2458.93,2822.38,14.7808192994514
SO8043740,2025-05-18,P107,DW,DW,660.88,814.7,23.275027236412065
SO8000525,2025-05-18,P108,REF,FDR,2763.16,3692.22,33.62309819192519
SO8018739,2025-05-18,P102,LAUNDRY,WASHER,1216.94,1454.36,19.509589626440075
SO8086346,2025-05-19,P105,REF,SBS,1809.0,2302.84,27.29906025428414
SO8037069,2025-05-19,P105,COOKING,MWO,851.88,1066.22,25.16082077287881
SO8019720,2025-05-19,P106,COOKING,MWO,1675.99,2248.88,34.182184857904886
SO8084018,2025-05-19,P105,REF,FDR,1181.83,1566.29,32.53090546017617
SO8017181,2025-05-19,P104,REF,SBS,1910.77,2194.96,14.873061645305299
SO8064872,2025-05-20,P101,COOKING,RANGE/COOKER,873.39,1116.37,27.820332268516918
SO8080442,2025-05-20,P108,REF,SBS,1031.67,1199.89,16.30560159741003
SO8031789,2025-05-21,P107,REF,1DOOR,2261.3,2993.95,32.39950470968026
SO8000753,2025-05-22,P106,DW,DW,762.5,970.41,27.266885245901634
SO8061599,2025-05-22,P106,REF,TMF,1735.94,2213.68,27.52053642406994
SO8067087,2025-05-22,P102,COOKING,COOKTOP,1797.96,2211.49,22.99995550512802
SO8071565,2025-05-23,P108,REF,SBS,1569.35,1971.23,25.608054289992683
SO8017578,2025-05-23,P106,REF,WINE CELLAR,2946.13,3696.18,25.458822251563905
SO8066587,2025-05-24,P102,COOKING,OVEN,1716.1,1989.46,15.929141658411522
SO8002404,2025-05-25,P108,DW,DW,959.84,1181.09,23.05071678613101
SO8005520,2025-05-25,P108,REF,SBS,1983.25,2347.45,18.36379679818479
SO8083099,2025-05-25,P102,REF,FDR,2721.95,3548.7,30.373445507816086
SO8049914,2025-05-25,P107,REF,1DOOR,2074.59,2565.64,23.669737152883204
SO8060675,2025-05-25,P106,COOKING,MWO,739.17,943.3,27.61610996117267
SO8059143,2025-05-26,P104,REF,FDR,987.63,1148.7,16.308739102700407
SO8008793,2025-05-27,P106,COOKING,RANGE/COOKER,1004.5,1184.5,17.91936286709806
SO8079895,2025-05-27,P102,COOKING,MWO,880.1,1146.11,30.22497443472331
SO8019373,2025-05-27,P105,COOKING,OVEN,1407.25,1736.42,23.391010836738324
SO8033578,2025-05-28,P103,LAUNDRY,DRYER,777.22,1034.65,33.12189598826588
SO8084861,2025-05-28,P106,REF,BMF,1890.73,2412.23,27.581939250977133
SO8080940,2025-05-28,P102,REF,FDR,1451.82,1671.9,15.158903996363197
SO8006699,2025-05-28,P103,DW,DW,1018.51,1283.91,26.05767248235168
SO8022222,2025-05-29,P103,REF,1DOOR,2855.34,3673.05,28.637920527853073
SO8018834,2025-05-29,P102,REF,WINE CELLAR,1409.55,1819.29,29.06885176120039
SO8058289,2025-05-29,P102,DW,DW,563.59,661.99,17.459500700864098
SO8070603,2025-05-29,P101,REF,TMF,995.95,1295.78,30.10492494603142
